,level_0,index,name,desc,type,egg_group
10,10,10,단데기,단단한 껍질에 둘러싸여 있으나 안은 부드러워서 강한 공격에는 견디지 못한다.껍질이 단단해지기 전에 강한 충격을 받으면 속이 나와버리니 주의.몸을 지키기 위해 단지 껍질을 단단하게해도 강한 충격을 받으면 안이 나와버린다.껍질 안은 진화의 준비로 매우 부드럽고 부서지기 쉽다. 가능하면 움직이지 않으려 하고 있다.목숨을 걸고 바깥쪽의 껍질을 단단하게 해 진화의 준비로 부드러운 몸을 지키고 있다.진화를 기다리고 있는 상태. 단단해지는 것만이 가능하기에 습격받지 않으려고 가만히 있는다.몸의 껍질은 철판처럼 단단하다. 움직임이 적은 것은 껍질 안에서 부드러운 몸이 진화 준비를 하고 있어서다.단단한 껍질에 둘러싸여 있으나 안은 부드러워서 강한 공격에는 견디지 못한다.껍질이 단단해지기 전에 강한 충격을 받으면 속이 나와버리니 주의.강철같이 단단한 껍질로 부드러운 속을 지키고 있다. 진화하기까지 가만히 견디고 있다.강철같이 단단한 껍질로 부드러운 몸을 보호하고 있다. 진화할 때까지 가만히 참고 있다.껍질 안은 진화를 준비하느라 매우 부드럽고 부서지기 쉽다. 되도록 움직이지 않으려 한다.열심히 바깥쪽에 껍질을 만들고 진화 준비를 하여 부드러운 몸을 보호하고 있다.강철같이 단단한 껍질로 부드러운 몸을 보호하고 있다. 진화할 때까지 가만히 참고 있다.껍질이 단단해지기 전에 강한 충격을 받으면 속이 나와버리니 주의.몸의 껍질은 철판처럼 단단하다. 움직임이 적은 것은 껍질 안에서 부드러운 몸이 진화 준비를 하고 있어서다.껍질 안은 부드러운 내용물로 가득 차 있다. 거의 움직이지 않는 것은 무심코 내용물이 흘러나오게 하지 않기 위해서다.단단하다고는 해도 벌레의 껍질. 갈라질 수도 있으므로 격렬한 싸움은 금물이다.껍질 안은 걸쭉한 액체다. 진화를 대비하여 몸 전체의 세포를 재구성하고 있다.매우 단단한 껍질은 콕코구리가 쪼아도 꿈쩍도 하지 않지만 흔들림에 약해서 내용물이 흘러나와 버린다.,벌레,벌레
11,11,11,버터플,물을 튕겨내는 가루가 날개를 보호하고 있다. 비가 오는 날에도 하늘을 날 수 있다.작고 빠른 퍼덕임이라면 맹독의 인분이 바람에 실려 날아간다고.날개의 맹독 인분에는 물을 튕기는 성질이 있어 비가 내리는 날이라도 날아다닌다.매일 꿀을 모은다. 발의 솜털에 꿀을 묻혀 둥지에 가지고 돌아가는 습성을 가졌다.날개의 인분은 물을 튕긴다. 어떤 비가 내려도 꿀을 모으기 위해 날아다닌다.꿀을 모으려고 꽃에서 꽃으로 날아다닌다. 어떠한 꽃이 제일인가 찾아낸다.맛있는 꽃의 꿀을 찾는 능력이 뛰어나서 사는 곳에서 10km 떨어진 장소에 핀 꽃에서 꿀을 모아 옮긴다.물을 튕겨내는 가루가 날개를 보호하고 있다. 비가 오는 날에도 하늘을 날 수 있다.작고 빠른 퍼덕임이라면 맹독의 인분이 바람에 실려 날아간다고.꽃의 꿀을 매우 좋아한다. 약간의 화분으로 꽃밭의 장소를 찾아내는 것이 가능하다.매일 꿀을 모으러 다닌다. 다리의 솜털에 꿀을 발라 둥지로 가지고 가는 습성이 있다.날개의 가루는 물을 튕겨낸다. 아무리 비가 내려도 꿀을 모으기 위해 날아다닌다.꽃의 꿀을 매우 좋아한다. 약간의 꽃가루만으로 꽃밭이 있는 장소를 찾아낼 수 있다.물을 튕겨내는 가루가 날개를 보호하고 있다. 비가 오는 날에도 하늘을 날 수 있다.맛있는 꽃의 꿀을 찾는 능력이 뛰어나서 사는 곳에서 10km 떨어진 장소에 핀 꽃에서 꿀을 모아 옮긴다.커다란 눈을 잘 관찰하면 사실 작은 눈이 무수히 모여 만들어진 것을 알 수 있다.다른 포켓몬에게 습격당하면 독 인분을 흩뿌리며 날갯짓하여 저항한다.날개를 감싼 인분은 맹독이다. 캐터피를 노리는 새포켓몬을 발견하면 흩뿌려 내쫓는다.예쁜 꽃의 꿀을 좋아한다. 꽃밭에서 에블리와 치열한 영역 싸움을 벌인다.,"벌레,비행",벌레
12,12,12,뿔충이,숲이나 풀밭에 많이 서식한다. 머리끝에 5cm 정도의 작고 날카로운 독침을 지니고 있다.숲에서 많은 나뭇잎을 먹는다. 머리에 날카로운 바늘을 가져 박히면 독에 걸려버린다.머리에 날카로운 바늘을 가졌다. 숲이나 풀숲의 수풀에 숨어서 오직 나뭇잎을 먹고 있다.독바늘은 매우 강력. 눈에 잘 띄는 몸의 색은 상대에게 경계시키기 위해서이다.머리의 끝 5센치의 독바늘에서 공격한다. 언제나 먹이가 될 나뭇잎 아래에 있다.머리 끝의 바늘에서 나오는 강한 독을 사용해 자신의 몸을 지키고 있다.굉장히 예민한 후각을 지니고 있다. 좋아하는 잎사귀인지 싫어하는 잎사귀인지 크고 빨간 코로 냄새 맡아 구별한다.숲이나 풀밭에 많이 서식한다. 머리끝에 5cm 정도의 작고 날카로운 독침을 지니고 있다.숲에서 많은 나뭇잎을 먹는다. 머리에 날카로운 바늘을 가져 박히면 독에 걸려버린다.매일 자신과 같은 무게의 나뭇잎을 먹는다. 머리의 바늘로 습격해온 적을 도망치게 한다.독침이 매우 강력하다. 눈에 띄는 몸의 색깔은 상대방을 경계시키기 위해서다.머리끝 5cm 정도의 독침으로 공격을 해온다. 보통은 먹이가 되는 나뭇잎 밑에 있다.매일 자신과 똑같은 무게의 잎사귀를 먹는다. 머리의 침으로 달려드는 상대를 물리친다.숲이나 풀밭에 많이 서식한다. 머리끝에 5cm 정도의 작고 날카로운 독침을 지니고 있다.독침이 매우 강력하다. 눈에 띄는 몸의 색깔은 상대방을 경계시키기 위해서다.굉장히 예민한 후각을 지니고 있다. 좋아하는 잎사귀인지 싫어하는 잎사귀인지 크고 빨간 코로 냄새 맡아 구별한다.,"벌레,독",벌레
13,13,13,딱충이,"성체의 몸을 만들기 위해서 일시적인 상태. 스스로로도 거의 움직이지 않는다.스스로는 거의 움직일 수 없지만 위험할 때는 단단해져서 몸을 보호하고 있는 것 같다.스스로 움직이지 않지만 위험해지면 바늘을 내어 독을 퍼지게 하는 일도 있는 듯하다.번데기지만 약간이라면 움직인다. 적에게 습격받게 되면 독바늘을 뿜는 일도 있다.성체의 몸을 만들고 있다. 속이 부드러워진 만큼 바깥의 껍질은 단단해지고 있다.큰 나무에 기대어 진화의 순간을 기다리고 있다. 스스로 움직이지 않는다.거의 움직이지 않고 나무에 매달려 있지만 내부는 진화 준비로 굉장히 바쁜 상태다.
그 증거로 몸이 뜨거워져 있다.성체의 몸을 만들기 위해서 일시적인 상태. 스스로로도 거의 움직이지 않는다.스스로는 거의 움직일 수 없지만 위험할 때는 단단해져서 몸을 보호하고 있는 것 같다.천적에게 보이지 않으려고 나뭇잎의 뒤나 가지의 빈틈에 숨어 진화의 순간을 기다린다.번데기지만 조금은 움직일 수 있다. 적에게 공격을 받을 듯하면 독침을 쏠 때도 있다.성충의 몸을 만들고 있다. 안쪽이 부드러워지는 만큼 바깥의 고치는 딱딱해져 간다.천적에 발견되지 않도록 잎사귀 뒷면이나 가지의 틈새에 숨어서 진화할 때를 기다린다.스스로는 거의 움직일 수 없지만 위험할 때는 단단해져서 몸을 보호하고 있는 것 같다.천적에 발견되지 않도록 잎사귀 뒷면이나 가지의 틈새에 숨어서 진화할 때를 기다린다.거의 움직이지 않고 나무에 매달려 있지만 내부는 진화 준비로 굉장히 바쁜 상태다.
그 증거로 몸이 뜨거워져 있다.","벌레,독",벌레
14,14,14,독침붕,집단으로 나타나기도 한다. 맹렬한 스피드로 날아 엉덩이의 독침으로 마구 찌른다.고속으로 날아다녀 양팔과 엉덩이에 있는 커다란 독바늘을 사용해 상대를 공격한다.양손과 엉덩이에 있는 3개의 독침으로 상대를 찌르고 찌르고 또 찌르며 공격한다.어떠한 상대라도 강력한 독침으로 쏴 죽인다. 가끔은 집단적으로 공격해온다.3개의 독바늘 안에는 엉덩이에 연결되어있어 매우 강력한 독을 낸다.어떠한 버거운 상대도 날카로운 독바늘로 쏘아버려 둥지에 운반해 먹이로 한다.영역에 대한 집착이 매우 강해서 독침붕이 사는 곳에는 가까이 가지 않는 것이 신상에 좋다. 화나면 집단으로 습격해 온다.집단으로 나타나기도 한다. 맹렬한 스피드로 날아 엉덩이의 독침으로 마구 찌른다.고속으로 날아다녀 양팔과 엉덩이에 있는 커다란 독바늘을 사용해 상대를 공격한다.고속으로 날아다녀 독바늘로 공격한 후 곧바로 날아가버리는 전법이 특기기술이다.어떠한 상대라도 강력한 독침으로 쏘아 죽인다. 가끔 집단으로 공격해온다.3개의 독침 중에서는 엉덩이에 달린 것이 제일 강력한 독을 낸다.고속으로 날아다니며 독침으로 공격한 뒤 바로 날아가 버리는 전법이 특기다.양손과 엉덩이에 있는 3개의 독침으로 상대를 찌르고 찌르고 또 찌르며 공격한다.집단으로 나타나기도 한다. 맹렬한 스피드로 날아 엉덩이의 독침으로 마구 찌른다.영역에 대한 집착이 매우 강해서 독침붕이 사는 곳에는 가까이 가지 않는 것이 신상에 좋다. 화나면 집단으로 습격해 온다.,"벌레,독",벌레
15,15,15,구구,싸움을 좋아하지 않는다. 풀 숲 안에 숨어 작은 벌레 등을 잡는다.숲이나 수풀에 많이 분포해 있다. 땅에서도 격렬한 날갯짓으로 모래를 뿌리기도 한다.온순한 성격으로 습격받아도 반격하지 않고 모래를 뿌려 몸을 지키는 일이 많다.보통은 풀숲에 숨어있다. 싸움은 좋아하지 않아 습격받으면 필사적으로 모래를 뿌려 몸을 지킨다.풀숲이나 숲에 많이 분포. 온순한 성격으로 퍼덕여서 모래를 뿌려 적을 쫓아낸다.풀숲에 격렬하게 퍼덕여 모래연기를 일으켜 날아다니는 곤충을 잡아 먹는다.방향 감각이 매우 뛰어나서 아무리 멀리 떨어진 곳에서도 헤매지 않고 자신의 둥지까지 찾아 돌아올 수 있다.싸움을 좋아하지 않는다. 풀 숲 안에 숨어 작은 벌레 등을 잡는다.숲이나 수풀에 많이 분포해 있다. 땅에서도 격렬한 날갯짓으로 모래를 뿌리기도 한다.싸움을 싫어하는 온순한 성격이지만 무의식적으로 손을 내면 강렬하게 반격한다.평소에는 풀숲에 숨어 있다. 싸움을 좋아하지 않아 공격받으면 필사적으로 모래를 뿌려 몸을 지킨다.풀숲과 숲에 많이 분포되어 있다. 얌전한 성격으로 날갯짓을 해서 모래를 뿌려 상대를 쫓아낸다.싸움을 좋아하지 않는 얌전한 성격이지만 어설프게 건드리면 강력한 반격을 당하게 된다.숲이나 수풀에 많이 분포해 있다. 땅에서도 격렬한 날갯짓으로 모래를 뿌리기도 한다.싸움을 좋아하지 않는 얌전한 성격이지만 어설프게 건드리면 강력한 반격을 당하게 된다.방향 감각이 매우 뛰어나서 아무리 멀리 떨어진 곳에서도 헤매지 않고 자신의 둥지까지 찾아 돌아올 수 있다.,"노말,비행",비행
16,16,16,피죤,발톱이 발달해 있다. 먹이인 아라리를 잡아 100km 떨어져 있는 둥지까지 나른다.넓은 영역을 가지고 있어 침입한 방해자는 철저하게 쪼아버린다.남아도는 체력의 소유자로 넓은 세력권을 돌아다니며 멀리까지 먹이을 찾아다닌다.매우 시력이 좋다. 아무리 높은 장소에서라도 먹이의 움직이는 모습을 구별한다.발달된 발톱을 먹이에게 붙잡아 움직이지 못하게 해 100km 앞의 둥지까지 옮긴다.공중을 원형을 그리듯이 느긋하게 돌아다니면서 먹이가 없는지 찾고있다.넓은 영역을 날며 순찰한다. 영역을 침범하는 상대는 용서하지 않는다. 날카로운 발톱으로 철저히 혼내준다.발톱이 발달해 있다. 먹이인 아라리를 잡아 100km 떨어져 있는 둥지까지 나른다.넓은 영역을 가지고 있어 침입한 방해자는 철저하게 쪼아버린다.넓은 세력권을 날아다니면서 먹이를 찾는다. 발달된 발톱으로 먹이를 괴롭힌다.매우 시력이 좋다. 어떠한 높은 장소에서도 먹이의 움직이는 모습을 볼수 있다.발달한 발의 발톱으로 먹이를 꼼짝 못하게 움켜쥐고 100km 떨어진 둥지까지 운반한다.넓은 영역을 날아다니며 먹이를 찾는다. 발달한 발톱으로 먹이를 꼼짝 못하게 한다.넓은 영역을 날아다니며 먹으를 찾는다. 발달한 발톱으로 먹이를 꼼짝 못하게 한다.넓은 영역을 날아다니며 먹이를 찾는다. 발달한 발톱으로 먹이를 꼼짝 못하게 한다.발톱이 발달해 있다. 먹이인 아라리를 잡아 100km 떨어져 있는 둥지까지 나른다.넓은 영역을 가지고 있어 침입한 방해자는 철저하게 쪼아버린다.넓은 영역을 날며 순찰한다. 영역을 침범하는 상대는 용서하지 않는다. 날카로운 발톱으로 철저히 혼내준다.,"노말,비행",비행
17,17,17,피죤투,아름다운 날개를 펼쳐 상대를 위협한다. 마하2로 하늘을 날아다닌다.먹이를 찾아다닐 때 수면 가까이를 미끄러지듯 날아 잉어킹등을 움켜쥔다.마하2로 비행해 먹이를 찾는다. 그 큰 발톱은 무기로 해서 두려워하고 있다.발달된 가슴의 근육은 가볍게 퍼덕이는 것만으로 큰 바람을 일으킬 정도다.아름다운 날개는 펼치면 상대를 위협할 뿐 아니라 마하 2로 하늘을 난다.빼어난 시력을 가져 고도 1000미터까지 날아도 뛰어오르는 잉어킹이 보인다.아름답게 윤이 나는 깃털을 가진 포켓몬이다. 머리 깃털의 아름다움에 마음을 빼앗겨 피죤투를 기르는 트레이너도 많다.아름다운 날개를 펼쳐 상대를 위협한다. 마하2로 하늘을 날아다닌다.먹이를 찾아다닐 때 수면 가까이를 미끄러지듯 날아 잉어킹등을 움켜쥔다.피죤투가 힘좋게 퍼덕이면 큰 나무도 휘어질 정도의 강풍을 일으킨다.발달된 가슴의 근육은 가볍게 퍼덕이는 것만으로 큰 바람을 일으킬 정도다.아름다운 날개는 펼쳐서 상대를 위협하는 것뿐만 아니라 마하 2로 하늘을 날 수 있다.피죤투가 힘껏 날개를 치면 큰 나무도 휠 정도의 강풍을 일으킨다.먹이를 찾을 때 수면을 아슬아슬하게 미끄러지듯 날아 잉어킹 등을 움켜잡는다.아름다운 날개를 펼쳐 상대를 위협한다. 마하2로 하늘을 날아다닌다.아름답게 윤이 나는 깃털을 가진 포켓몬이다. 머리 깃털의 아름다움에 마음을 빼앗겨 피죤투를 기르는 트레이너도 많다.,"노말,비행",비행
18,18,18,꼬렛,송곳니는 길고 날카롭다. 평생 계속 뻗어나가서 단단한 것을 깎는다.무엇이라도 깎는 공격. 작은 외관에 움직임이 빨라 이런저런 곳에 출몰한다.송곳니가 2개. 여하튼 무엇이라도 깎는다. 한마리 발견하면 40마리가 거기에 있다는 것이다.어떠한 것이라도 먹기에 먹이가 되는 것이 있는 장소에 정착해 점점 아이를 낳는다.먹는 것이 있는 곳이라면 어디라도 서식한다. 하루종일 먹이를 찾고 있다.어떠한 곳이라도 정착하는 생명력을 가졌기에 점점 수가 늘고 있다.경계심이 매우 강해서 자고 있을 때도 귀를 움직여 주변의 소리를 듣고 있다. 어디에든 자리를 잡고 둥지를 만든다.송곳니는 길고 날카롭다. 평생 계속 뻗어나가서 단단한 것을 깎는다.무엇이라도 깎는 공격. 작은 외관에 움직임이 빨라 이런저런 곳에 출몰한다.어떠한 장소라도 정착해 살아갈 수 있는 생명력. 경계심이 매우 강하다.뭐든지 먹기 때문에 먹이가 될 만한 것이 있는 장소에 정착하여 계속 새끼를 낳는다.먹을 것이 있는 곳이라면 어디서든 서식한다. 온종일 먹이를 찾아다닌다.어떤 장소에도 정착하여 살아갈 수 있는 생명력이 있다. 경계심이 매우 강하다.온종일 먹이를 찾고 있다. 앞니는 죽을 때까지 계속 자라기 때문에 딱딱한 것을 갉아 댄다.먹을 것이 있는 곳이라면 어디서든 서식한다. 온종일 먹이를 찾아다닌다.송곳니는 길고 날카롭다. 평생 계속 뻗어나가서 단단한 것을 깎는다.경계심이 매우 강해서 자고 있을 때도 귀를 움직여 주변의 소리를 듣고 있다. 어디에든 자리를 잡고 둥지를 만든다.앞니는 죽을 때까지 계속 자라기 때문에 관리가 필요하다. 이갈이 용품을 준비하지 않으면 기둥을 갉는다생명력이 강해서 더러운 곳에서도 사는데 문제없다. 내버려두면 점점 수가 불어난다.평생 앞니가 계속 자란다. 너무 많이 자라면 먹이를 먹을 수 없어 굶어 죽는다.흔한 포켓몬이지만 주의해야 한다. 날카로운 앞니는 단단한 나무도 간단하게 부러뜨린다.,노말,육상
19,19,19,레트라,뒷발가락은 3개로 작은 물갈퀴가 달려 있다. 강을 헤엄쳐 건넌다.수염으로 몸의 밸런스를 조정하기에 흐트러지면 움직임이 느려지는 듯하다.뒷발에 있는 작은 물갈퀴로 강을 헤엄치는 것은 물 안의 먹이를 잡기위해서이다.단단한 송곳니로 무엇이라도 갉는다. 콘크리트로 된 빌딩이라도 갉아서 쓰러뜨려버린다.수염으로 밸런스를 잡고 있다. 송곳니는 쭉쭉 뻗어나가 무엇이라도 깎고 있다.뒷발에 달린 물갈퀴를 사용해 강을 건너 넓은 범위에서 먹이를 찾아다닌다.튼튼한 이빨은 계속 자라기 때문에 바위나 큰 나무를 갉아서 갈아낸다. 집의 벽을 갉아 놓기도 한다.뒷발가락은 3개로 작은 물갈퀴가 달려 있다. 강을 헤엄쳐 건넌다.수염으로 몸의 밸런스를 조정하기에 흐트러지면 움직임이 느려지는 듯하다.뻗어나가는 앞니를 없애기 위해 단단한 것을 긁는 습성. 블록벽도 갉아서 무너뜨린다.단단한 이빨로 뭐든지 갉는다. 콘크리트로 만들어진 빌딩도 갉아서 넘어뜨린다.수염으로 밸런스를 잡고 있다. 이빨이 점점 길어지기 때문에 무엇이든 갉아서 닳게 하고 있다.계속 자라는 앞니를 갈아내려고 딱딱한 것을 갉는 습성이 있다. 벽돌로 된 벽도 갉아서 부순다.의외로 난폭한 포켓몬. 길게 자란 앞니는 두꺼운 콘크리트도 가볍게 갉는다.계속 자라는 앞니를 갈아내려고 딱딱한 것을 갉는 습성이 있다. 벽돌로 된 벽도 갉아서 부순다.뒷발에 달린 물갈퀴를 사용해 강을 건너 넓은 범위에서 먹이를 찾아다닌다.튼튼한 이빨은 계속 자라기 때문에 바위나 큰 나무를 갉아서 갈아낸다. 집의 벽을 갉아 놓기도 한다.수영이 특기. 뒷발에 작은 물갈퀴가 달려있어 강 때로는 바다를 건너기도 한다.겉모습보다 훨씬 난폭한 성질을 가졌다. 얼굴 앞에 손을 내밀면 물어뜯길 수도 있다.뒷발의 작은 물갈퀴로 바다를 헤엄쳐 섬을 건너 적을 피해 도망쳤다고 한다.수염은 밸런스를 잡기 위한 중요한 기관이다. 아무리 친해져도 만지면 화를 내며 문다.,노말,육상
20,20,20,깨비참,쉴 새 없이 이곳 저곳을 날아 다닌다. 체력은 적으나 따라하기를 사용하면 만만치 않다.풀숲의 벌레 따위를 먹는다. 날개가 짧기 때문에 항상 쉴 새 없이 날개를 치고 있다.높이 나는 것은 서툴다. 경계를 지키기 위해 맹스피드로 날아다니고 있다.짧은 날개를 쳐서 풀숲의 벌레를 나오게 하고 짧은 부리로 쪼아먹는다.자신의 구역을 지키기위해 작은 날개를 쳐서 바쁘게 주위를 날아 맴돈다.자신의 구역을 지키기위해 날카롭고 드높은 목소리로 울면서 쉬는 틈 없이 날아 다닌다.큰 울음소리는 1km 밖까지 도달한다. 여기저기에서 높은 울음소리가 들릴 때는 동료에게 위험을 알리고 있는 신호다.쉴 새 없이 이곳 저곳을 날아 다닌다. 체력은 적으나 따라하기를 사용하면 만만치 않다.풀숲의 벌레 따위를 먹는다. 날개가 짧기 때문에 항상 쉴 새 없이 날개를 치고 있다.작은 날개를 쉴 새 없이 쳐서 날아오른다. 풀밭에 있는 먹이를 부리로 찾아낸다.짧은 날개를 쳐서 풀숲의 벌레를 나오게 하고 짧은 부리로 쪼아먹는다.자신의 영역을 지키기 위해 작은 날개를 쳐서 바쁘게 주위를 날아 맴돈다.작은 날개를 쉴 새 없이 쳐서 날아오른다. 풀밭에 있는 먹이를 부리로 찾아낸다.자신의 영역을 지키기 위해 작은 날개를 쳐서 바쁘게 주위를 날아 맴돈다.풀숲의 벌레 따위를 먹는다. 날개가 짧기 때문에 항상 쉴 새 없이 날개를 치고 있다.큰 울음소리는 1km 밖까지 도달한다. 여기저기에서 높은 울음소리가 들릴 때는 동료에게 위험을 알리고 있는 신호다.날개가 짧아 나는 것이 서툴다. 쉴 새 없이 움직이며 풀숲의 벌레포켓몬을 쪼아대고 있다.식욕이 왕성해서 잘 먹는다. 벌레포켓몬으로 고생하는 농가에서는 깨비참을 소중히 여긴다.자신의 영역을 지키기 위해서라면 상대가 큰 포켓몬이라도 덤벼드는 무모한 성질을 가졌다.날개가 짧아서 먼 거리를 날지 못한다. 쉴 새 없이 움직이며 벌레포켓몬을 쪼아 댄다.,"노말,비행",비행
21,21,21,깨비드릴조,커다란 날개로 넓은 하늘을 계속 날 수 있다. 하루동안 내려오지 않아도 괜찮다.커다란 날개로 넓은 하늘을 계속 날 수 있다. 한 번도 내려오지 않아도 태연하다.옛날 부터 살고 있는 포켓몬. 조금이라도 위험을 감지하면 하늘 높이 날아 올라가고 만다.단숨에 높은 하늘까지 날아올라 거기서부터 급강하로 단숨에 공격해온다.가늘고 긴 부리를 능숙하게 사용하여 지면의 작은 벌레를 잡아 먹는다.긴 부리를 이용한 공격은 생각한 것 이상으로 뻗어 오므로 요주의.긴 목과 부리는 땅이나 물 안에 있는 먹이를 잡기 편리하다. 가늘고 긴 부리로 능숙히 집는다.커다란 날개로 넓은 하늘을 계속 날 수 있다. 하루동안 내려오지 않아도 괜찮다.커다란 날개로 넓은 하늘을 계속 날 수 있다. 한 번도 내려오지 않아도 태연하다.큰 날개로 온종일 날아다닐 수 있는 체력의 소유자다. 날카로운 부리로 싸운다.단숨에 높은 하늘까지 날아올라 거기서부터 급강하로 단숨에 공격해온다.가늘고 긴 부리를 능숙하게 사용하여 지면의 작은 벌레를 집어 먹는다.큰 날개로 온종일 날아다닐 수 있는 체력의 소유자다. 날카로운 부리로 싸운다.커다란 날개로 넓은 하늘을 계속 날 수 있다. 한 번도 내려앉지 않아도 괜찮다.큰 날개로 온종일 날아다닐 수 있는 체력의 소유자다. 날카로운 부리로 싸운다.긴 목과 부리는 땅이나 물 안에 있는 먹이를 잡기 편리하다. 가늘고 긴 부리로 능숙히 집는다.터프하고 지구력도 우수하다. 무거운 짐을 진 채 온종일 날아도 끄떡없다.먼 태곳적 벽화 속에 깨비드릴조처럼 보이는 포켓몬이 그려져 있는 것이 발견되었다.깨비드릴조 영역에서 음식을 갖고 다니는 것은 위험하다. 순식간에 빼앗긴다.알로라에서는 물고기포켓몬이 먹이다. 바다 위를 선회하며 먹이를 찾는 광경을 볼 수 있다.,"노말,비행",비행
22,22,22,아보,풀밭 따위에 많이 서식한다. 혀를 낼름 거려서 주변의 위험을 느낀다.전혀 기척을 느끼지 못하게 이동한다. 구구나 깨비참의 알을 한 입에 삼켜 버리고 만다.성장할수록 점점 길어진다. 밤에는 나뭇가지에 몸을 돌돌말고 쉰다.자유롭게 턱을 뺄 수 있어서 커다란 먹이라도 삼킬 수 있지만 무거워져서 움직일 수 없게된다.보통은 풀숲에 숨어지낸다. 아기 때는 독을 지니지 않아 물려도 조금 아플뿐이다.혀 끝을 작게 떨리게 해서 먹잇감의 냄새를 찾는다. 발견한 먹잇감은 한 입에 먹는다.빙빙 몸을 말고 쉬고 있는 것은 어떤 방향에서 적이 습격해 와도 빠르게 머리를 틀어 위협할 수 있기 때문이다.풀밭 따위에 많이 서식한다. 혀를 낼름 거려서 주변의 위험을 느낀다.전혀 기척을 느끼지 못하게 이동한다. 구구나 깨비참의 알을 한 입에 삼켜 버리고 만다.소리를 전혀 내지 않고 풀밭 속을 나아간다. 방심하고 있는 먹이를 배후에서 덮친다.자유롭게 턱을 뺄 수 있어서 커다란 먹이라도 삼킬 수 있지만 무거워져서 움직일 수 없게된다.보통은 풀숲에 숨어지낸다. 아기 때는 독을 지니지 않아 물려도 조금 아플 뿐이다.소리를 전혀 내지 않고 풀밭 속을 나아간다. 방심하고 있는 먹이를 배후에서 덮친다.성장할수록 점점 길어진다. 밤에는 나뭇가지에 몸을 돌돌말고 쉰다.전혀 기척을 느끼지 못하게 이동한다. 구구나 깨비참의 알을 한 입에 삼켜 버리고 만다.빙빙 몸을 말고 쉬고 있는 것은 어떤 방향에서 적이 습격해 와도 빠르게 머리를 틀어 위협할 수 있기 때문이다.턱을 빼 자신보다 큰 먹이를 통째로 삼킨다. 식후에는 몸을 둥글게 하고 쉰다.새포켓몬의 알을 좋아한다. 씹지 않고 통째로 삼키기 때문에 목이 막혀서 정신을 잃을 때도 있다.,독,"육상,드래곤"
